Date,Index_Close,Index_return
17-04-2023,17706.84961,-0.006795512
18-04-2023,17660.15039,-0.002637353
19-04-2023,17618.75,-0.002344283
20-04-2023,17624.44922,0.000323475
21-04-2023,17624.05078,-2.26071E-05
24-04-2023,17743.40039,0.006771974
25-04-2023,17769.25,0.001456858
26-04-2023,17813.59961,0.002495863
27-04-2023,17915.05078,0.005695153
28-04-2023,18065,0.008370014
02-05-2023,18147.65039,0.004575167
03-05-2023,18089.84961,-0.003185028
04-05-2023,18255.80078,0.009173718
05-05-2023,18069,-0.010232407
08-05-2023,18264.40039,0.010814123
09-05-2023,18265.94922,8.48004E-05
10-05-2023,18315.09961,0.002690821
11-05-2023,18297,-0.000988234
